名前,ID,アクタータイプ,座標X,座標Y,座標Z,回転X,回転Y,回転Z,大きさX,大きさY,大きさZ,モデルのパス,優先度,ゲームタグ,当たり判定無視,トリガー,重力を受ける,コリジョンの半径,コリジョンの高さ,パスをまとめたパス
water,224,Stage,-42.8,-2.8,256.75,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,182,Stage,-52.5,-2.8,256.75,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,9,Stage,-61.9,-2.8,256.75,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,330,Stage,-67.8,-2.8,256.75,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,8,Stage,-42.8,-2.8,313.71,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,276,Stage,-52.5,-2.8,313.71,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,118,Stage,-61.9,-2.8,313.71,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,104,Stage,-67.8,-2.8,313.71,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,244,Stage,-42.8,-2.8,323.4,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,143,Stage,-52.5,-2.8,323.4,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,307,Stage,-61.9,-2.8,323.4,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,234,Stage,-67.8,-2.8,323.4,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,117,Stage,-42.8,-2.8,332.43,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,185,Stage,-52.5,-2.8,332.43,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,77,Stage,-61.9,-2.8,332.43,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,175,Stage,-67.8,-2.8,332.43,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,84,Stage,-42.8,-2.8,342.43,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,53,Stage,-52.5,-2.8,342.43,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,33,Stage,-61.9,-2.8,342.43,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,192,Stage,-67.8,-2.8,342.43,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,169,Stage,32.2,-2.8,256.75,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,211,Stage,32.2,-2.8,313.71,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,142,Stage,32.2,-2.8,323.4,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,56,Stage,32.2,-2.8,332.43,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,267,Stage,32.2,-2.8,342.43,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,159,Stage,-5,-2.8,227.85,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,210,Stage,-5,-2.8,284.81,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,162,Stage,14.94,-2.8,227.85,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,108,Stage,14.94,-2.8,284.81,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,92,Stage,-23.78,-2.8,227.85,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,14,Stage,-23.78,-2.8,284.81,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,331,Stage,-42.8,-2.8,227.85,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,130,Stage,-52.5,-2.8,227.85,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,201,Stage,-61.9,-2.8,227.85,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,260,Stage,-67.8,-2.8,227.85,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,270,Stage,-42.8,-2.8,284.81,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,91,Stage,-52.5,-2.8,284.81,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,152,Stage,-61.9,-2.8,284.81,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,11,Stage,-67.8,-2.8,284.81,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,154,Stage,32.2,-2.8,227.85,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,314,Stage,32.2,-2.8,284.81,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,196,Stage,-5,-2.8,246.83,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,327,Stage,-5,-2.8,303.79,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,308,Stage,14.94,-2.8,246.83,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,80,Stage,14.94,-2.8,303.79,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,94,Stage,-23.78,-2.8,246.83,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,294,Stage,-23.78,-2.8,303.79,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,240,Stage,-42.8,-2.8,246.83,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,214,Stage,-52.5,-2.8,246.83,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,249,Stage,-61.9,-2.8,246.83,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,73,Stage,-67.8,-2.8,246.83,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,245,Stage,-42.8,-2.8,303.79,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,132,Stage,-52.5,-2.8,303.79,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,301,Stage,-61.9,-2.8,303.79,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,293,Stage,-67.8,-2.8,303.79,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,6,Stage,32.2,-2.8,246.83,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,263,Stage,32.2,-2.8,303.79,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,161,Stage,-5,-2.8,217.93,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,248,Stage,-5,-2.8,274.89,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,129,Stage,14.94,-2.8,217.93,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,309,Stage,14.94,-2.8,274.89,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,237,Stage,-23.78,-2.8,217.93,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,315,Stage,-23.78,-2.8,274.89,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,256,Stage,-42.8,-2.8,217.93,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,21,Stage,-52.5,-2.8,217.93,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,202,Stage,-61.9,-2.8,217.93,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,124,Stage,-67.8,-2.8,217.93,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,329,Stage,-42.8,-2.8,274.89,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,174,Stage,-52.5,-2.8,274.89,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,30,Stage,-61.9,-2.8,274.89,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,13,Stage,-67.8,-2.8,274.89,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,321,Stage,32.2,-2.8,217.93,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,272,Stage,32.2,-2.8,274.89,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,228,Stage,-5,-2.8,237.57,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,328,Stage,-5,-2.8,294.53,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,172,Stage,14.94,-2.8,237.57,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,203,Stage,14.94,-2.8,294.53,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,15,Stage,-23.78,-2.8,237.57,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,266,Stage,-23.78,-2.8,294.53,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,166,Stage,-42.8,-2.8,237.57,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,83,Stage,-52.5,-2.8,237.57,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,137,Stage,-61.9,-2.8,237.57,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,264,Stage,-67.8,-2.8,237.57,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,325,Stage,-42.8,-2.8,294.53,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,62,Stage,-52.5,-2.8,294.53,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,64,Stage,-61.9,-2.8,294.53,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,193,Stage,-67.8,-2.8,294.53,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,319,Stage,32.2,-2.8,237.57,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,289,Stage,32.2,-2.8,294.53,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,296,Stage,-5,-2.8,208.67,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,79,Stage,-5,-2.8,265.63,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,58,Stage,14.94,-2.8,208.67,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,320,Stage,14.94,-2.8,265.63,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,229,Stage,-23.78,-2.8,208.67,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,285,Stage,-23.78,-2.8,265.63,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,97,Stage,-42.8,-2.8,208.67,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,310,Stage,-52.5,-2.8,208.67,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,123,Stage,-61.9,-2.8,208.67,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,160,Stage,-67.8,-2.8,208.67,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,50,Stage,-42.8,-2.8,265.63,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,61,Stage,-52.5,-2.8,265.63,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,41,Stage,-61.9,-2.8,265.63,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,27,Stage,-67.8,-2.8,265.63,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,306,Stage,32.2,-2.8,208.67,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
water,100,Stage,32.2,-2.8,265.63,0,0,0,10,10,10,Stage1/water,Static,Object,1,1,0,0,0,None
